"","lengthlist","samplelist","sample_trimmed","cluster"
"5810",160,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5811",160,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5812",160,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5813",160,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5814",160,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5815",160,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5816",160,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5817",160,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5818",160,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5819",160,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5820",161,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5821",161,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5822",161,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5823",161,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5824",161,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5825",161,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5826",161,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5827",161,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5828",161,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5829",161,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5830",161,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5831",161,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5832",161,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5833",161,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5834",161,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5835",162,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5836",162,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5837",162,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5838",162,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5839",162,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5840",162,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5841",162,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5842",162,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5843",162,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5844",162,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5845",162,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5846",162,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5847",162,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5848",162,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5849",162,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5850",162,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5851",162,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5852",162,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5853",162,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5854",162,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5855",162,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5856",162,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5857",162,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5858",163,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5859",163,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5860",163,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5861",163,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5862",163,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5863",163,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5864",163,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5865",163,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5866",163,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5867",163,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5868",163,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5869",163,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5870",163,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5871",163,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5872",163,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5873",163,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5874",163,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5875",164,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5876",164,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5877",164,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5878",164,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5879",164,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5880",164,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5881",164,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5882",164,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5883",164,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5884",164,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5885",164,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5886",164,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5887",164,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5888",164,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5889",164,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5890",164,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5891",164,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5892",164,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5893",164,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5894",164,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5895",164,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5896",164,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5897",164,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5898",164,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5899",165,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5900",165,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5901",165,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5902",165,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5903",165,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5904",165,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5905",165,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5906",165,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5907",165,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5908",165,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5909",165,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5910",165,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5911",165,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5912",165,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5913",165,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5914",165,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5915",165,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5916",165,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5917",165,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5918",165,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5919",165,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5920",165,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5921",165,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5922",166,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5923",166,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5924",166,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5925",166,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5926",166,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5927",166,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5928",166,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5929",166,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5930",166,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5931",166,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5932",166,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5933",166,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5934",166,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5935",166,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5936",166,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5937",166,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5938",166,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5939",166,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5940",166,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5941",166,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5942",166,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5943",166,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5944",166,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5945",166,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5946",167,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5947",167,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5948",167,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5949",167,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5950",167,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5951",167,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5952",167,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5953",167,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5954",167,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5955",167,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5956",167,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5957",167,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5958",167,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5959",167,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5960",167,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5961",167,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5962",167,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5963",167,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5964",167,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5965",167,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5966",167,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5967",167,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5968",167,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5969",167,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5970",167,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5971",167,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5972",167,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5973",167,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5974",167,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5975",167,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5976",167,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5977",168,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5978",168,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5979",168,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5980",168,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5981",168,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5982",168,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5983",168,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5984",168,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5985",168,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5986",168,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5987",168,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5988",168,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5989",168,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5990",168,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5991",168,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5992",168,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5993",168,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5994",168,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5995",168,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5996",168,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5997",168,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5998",168,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"5999",168,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6000",168,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6001",168,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6002",168,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6003",168,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6004",168,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6005",169,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6006",169,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6007",169,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6008",169,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6009",169,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6010",169,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6011",169,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6012",169,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6013",169,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6014",169,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6015",169,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6016",169,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6017",169,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6018",169,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6019",169,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6020",169,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6021",169,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6022",169,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6023",169,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6024",169,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6025",169,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6026",169,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6027",169,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6028",170,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6029",170,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6030",170,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6031",170,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6032",170,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6033",170,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6034",170,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6035",170,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6036",170,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6037",170,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6038",170,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6039",170,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6040",170,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6041",170,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6042",170,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6043",170,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6044",170,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6045",170,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6046",170,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6047",170,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6048",170,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6049",170,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6050",170,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6051",170,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6052",170,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6053",170,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6054",171,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6055",171,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6056",171,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6057",171,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6058",171,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6059",171,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6060",171,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6061",171,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6062",171,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6063",171,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6064",171,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6065",171,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6066",171,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6067",171,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6068",171,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6069",171,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6070",171,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6071",171,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6072",171,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6073",171,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6074",171,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6075",171,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6076",171,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6077",172,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6078",172,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6079",172,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6080",172,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6081",172,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6082",172,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6083",172,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6084",172,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6085",172,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6086",172,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6087",172,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6088",172,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6089",172,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6090",172,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6091",172,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6092",172,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6093",172,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6094",172,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6095",172,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6096",172,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6097",172,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6098",172,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6099",173,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6100",173,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6101",173,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6102",173,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6103",173,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6104",173,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6105",173,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6106",173,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6107",173,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6108",173,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6109",173,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6110",173,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6111",173,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6112",173,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6113",173,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6114",173,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6115",173,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6116",173,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6117",173,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6118",174,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
"6119",174,"9P01_A01_CFFv1_NB0021_host_filtered.fastq","9P01","High cluster"
