"","sample","read_id","isize"
"2128","CMV","NB502000:222:HTNM7BGX9:2:23210:8227:10174 .1",88
"2130","CMV","NB502000:222:HTNM7BGX9:2:23210:14350:14449 .1",170
"2132","CMV","NB502000:222:HTNM7BGX9:2:23210:17745:14623 .1",172
"2134","CMV","NB502000:222:HTNM7BGX9:2:23211:8301:1666 .1",177
"2136","CMV","NB502000:222:HTNM7BGX9:2:23211:23111:10002 .1",65
"2138","CMV","NB502000:222:HTNM7BGX9:2:23211:18993:20181 .1",83
"2140","CMV","NB502000:222:HTNM7BGX9:2:23212:9636:14209 .1",38
"2142","CMV","NB502000:222:HTNM7BGX9:2:23212:14708:19614 .1",49
"2144","CMV","NB502000:222:HTNM7BGX9:2:23301:19816:9787 .1",51
"2146","CMV","NB502000:222:HTNM7BGX9:2:23301:13448:12641 .1",65
"2148","CMV","NB502000:222:HTNM7BGX9:2:23301:10598:18139 .1",183
"2150","CMV","NB502000:222:HTNM7BGX9:2:23301:21220:19024 .1",72
"2152","CMV","NB502000:222:HTNM7BGX9:2:23302:9825:9439 .1",92
"2154","CMV","NB502000:222:HTNM7BGX9:2:23302:11331:19230 .1",165
"2156","CMV","NB502000:222:HTNM7BGX9:2:23304:3853:11117 .1",144
"2158","CMV","NB502000:222:HTNM7BGX9:2:23304:11547:13759 .1",106
"2160","CMV","NB502000:222:HTNM7BGX9:2:23305:10851:2038 .1",130
"2162","CMV","NB502000:222:HTNM7BGX9:2:23305:8213:7222 .1",49
"2164","CMV","NB502000:222:HTNM7BGX9:2:23305:13453:9751 .1",56
"2166","CMV","NB502000:222:HTNM7BGX9:2:23305:2380:11492 .1",52
"2169","CMV","NB502000:222:HTNM7BGX9:2:23306:22993:13035 .1",330
"2171","CMV","NB502000:222:HTNM7BGX9:2:23306:12908:18808 .1",181
"2173","CMV","NB502000:222:HTNM7BGX9:2:23306:25936:20387 .1",160
"2175","CMV","NB502000:222:HTNM7BGX9:2:23307:10439:2563 .1",55
"2177","CMV","NB502000:222:HTNM7BGX9:2:23307:24054:2689 .1",76
"2179","CMV","NB502000:222:HTNM7BGX9:2:23307:26063:4257 .1",76
"2181","CMV","NB502000:222:HTNM7BGX9:2:23307:14455:11790 .1",58
"2183","CMV","NB502000:222:HTNM7BGX9:2:23308:10157:8312 .1",161
"2185","CMV","NB502000:222:HTNM7BGX9:2:23308:14225:20149 .1",63
"2188","CMV","NB502000:222:HTNM7BGX9:2:23310:20541:9473 .1",77
"2190","CMV","NB502000:222:HTNM7BGX9:2:23310:23560:11458 .1",67
"2192","CMV","NB502000:222:HTNM7BGX9:2:23310:15180:17029 .1",114
"2194","CMV","NB502000:222:HTNM7BGX9:2:23310:11497:19497 .1",64
"2196","CMV","NB502000:222:HTNM7BGX9:2:23311:12986:4882 .1",340
"2198","CMV","NB502000:222:HTNM7BGX9:2:23311:4042:5044 .1",144
"2200","CMV","NB502000:222:HTNM7BGX9:2:23311:20289:12905 .1",69
"2202","CMV","NB502000:222:HTNM7BGX9:2:23312:4944:18494 .1",154
"2204","CMV","NB502000:222:HTNM7BGX9:3:11401:11881:17544 .1",49
"2206","CMV","NB502000:222:HTNM7BGX9:3:11402:13736:4003 .1",185
"2208","CMV","NB502000:222:HTNM7BGX9:3:11402:10094:5099 .1",61
"2210","CMV","NB502000:222:HTNM7BGX9:3:11403:17907:14960 .1",127
"2212","CMV","NB502000:222:HTNM7BGX9:3:11403:13250:15774 .1",102
"2214","CMV","NB502000:222:HTNM7BGX9:3:11403:21100:18106 .1",293
"2216","CMV","NB502000:222:HTNM7BGX9:3:11404:25037:10939 .1",96
"2218","CMV","NB502000:222:HTNM7BGX9:3:11404:3520:14849 .1",77
"2221","CMV","NB502000:222:HTNM7BGX9:3:11405:5771:3607 .1",54
"2223","CMV","NB502000:222:HTNM7BGX9:3:11406:18278:20076 .1",104
"2225","CMV","NB502000:222:HTNM7BGX9:3:11407:17837:3359 .1",272
"2227","CMV","NB502000:222:HTNM7BGX9:3:11407:1568:10629 .1",59
"2229","CMV","NB502000:222:HTNM7BGX9:3:11407:21911:16557 .1",65
"2231","CMV","NB502000:222:HTNM7BGX9:3:11407:4421:17240 .1",44
"2233","CMV","NB502000:222:HTNM7BGX9:3:11408:10781:4007 .1",88
"2235","CMV","NB502000:222:HTNM7BGX9:3:11408:16369:5473 .1",91
"2237","CMV","NB502000:222:HTNM7BGX9:3:11408:6161:6379 .1",46
"2239","CMV","NB502000:222:HTNM7BGX9:3:11408:1696:17997 .1",84
"2241","CMV","NB502000:222:HTNM7BGX9:3:11409:10989:1473 .1",55
"2243","CMV","NB502000:222:HTNM7BGX9:3:11409:23138:2862 .1",54
"2245","CMV","NB502000:222:HTNM7BGX9:3:11409:17124:3155 .1",63
"2247","CMV","NB502000:222:HTNM7BGX9:3:11409:20732:13797 .1",143
"2249","CMV","NB502000:222:HTNM7BGX9:3:11409:16643:16978 .1",116
"2251","CMV","NB502000:222:HTNM7BGX9:3:11410:20770:3906 .1",90
"2253","CMV","NB502000:222:HTNM7BGX9:3:11410:11830:11182 .1",153
"2255","CMV","NB502000:222:HTNM7BGX9:3:11411:4789:8806 .1",55
"2257","CMV","NB502000:222:HTNM7BGX9:3:11411:21143:14904 .1",80
"2259","CMV","NB502000:222:HTNM7BGX9:3:11412:19939:13767 .1",175
"2261","CMV","NB502000:222:HTNM7BGX9:3:11412:18124:14123 .1",74
"2263","CMV","NB502000:222:HTNM7BGX9:3:11412:2817:18221 .1",119
"2266","CMV","NB502000:222:HTNM7BGX9:3:11501:23796:3160 .1",370
"2268","CMV","NB502000:222:HTNM7BGX9:3:11501:21703:9376 .1",65
"2270","CMV","NB502000:222:HTNM7BGX9:3:11502:5859:1705 .1",342
"2272","CMV","NB502000:222:HTNM7BGX9:3:11502:21728:3885 .1",65
"2274","CMV","NB502000:222:HTNM7BGX9:3:11502:6922:16598 .1",149
"2276","CMV","NB502000:222:HTNM7BGX9:3:11505:13822:2265 .1",420
"2278","CMV","NB502000:222:HTNM7BGX9:3:11505:4896:2649 .1",124
"2280","CMV","NB502000:222:HTNM7BGX9:3:11505:13102:19784 .1",57
"2283","CMV","NB502000:222:HTNM7BGX9:3:11507:1219:16862 .1",153
"2285","CMV","NB502000:222:HTNM7BGX9:3:11507:12560:20061 .1",98
"2287","CMV","NB502000:222:HTNM7BGX9:3:11509:16355:8655 .1",100
"2289","CMV","NB502000:222:HTNM7BGX9:3:11510:2728:12119 .1",66
"2291","CMV","NB502000:222:HTNM7BGX9:3:11510:24666:19938 .1",43
"2293","CMV","NB502000:222:HTNM7BGX9:3:11511:10832:18033 .1",62
"2295","CMV","NB502000:222:HTNM7BGX9:3:11511:25230:18349 .1",112
"2297","CMV","NB502000:222:HTNM7BGX9:3:11511:21634:20346 .1",59
"2300","CMV","NB502000:222:HTNM7BGX9:3:11512:24068:9690 .1",159
"2302","CMV","NB502000:222:HTNM7BGX9:3:11512:24693:11779 .1",174
"2304","CMV","NB502000:222:HTNM7BGX9:3:11512:25380:15004 .1",52
"2306","CMV","NB502000:222:HTNM7BGX9:3:11601:6420:7083 .1",332
"2308","CMV","NB502000:222:HTNM7BGX9:3:11601:25420:14208 .1",419
"2310","CMV","NB502000:222:HTNM7BGX9:3:11601:24793:15081 .1",79
"2312","CMV","NB502000:222:HTNM7BGX9:3:11601:16733:16473 .1",83
"2314","CMV","NB502000:222:HTNM7BGX9:3:11602:4835:5085 .1",79
"2316","CMV","NB502000:222:HTNM7BGX9:3:11602:15439:7501 .1",51
"2318","CMV","NB502000:222:HTNM7BGX9:3:11602:7307:12750 .1",63
"2320","CMV","NB502000:222:HTNM7BGX9:3:11602:14557:15437 .1",57
"2322","CMV","NB502000:222:HTNM7BGX9:3:11603:23235:9029 .1",125
"2324","CMV","NB502000:222:HTNM7BGX9:3:11604:7664:5143 .1",188
"2326","CMV","NB502000:222:HTNM7BGX9:3:11604:12776:7451 .1",57
"2330","CMV","NB502000:222:HTNM7BGX9:3:11605:5123:8329 .1",57
"2332","CMV","NB502000:222:HTNM7BGX9:3:11605:19491:14027 .1",83
"2334","CMV","NB502000:222:HTNM7BGX9:3:11605:23517:19067 .1",48
"2336","CMV","NB502000:222:HTNM7BGX9:3:11607:7240:3641 .1",80
"2338","CMV","NB502000:222:HTNM7BGX9:3:11607:10326:6306 .1",247
"2340","CMV","NB502000:222:HTNM7BGX9:3:11607:5368:15717 .1",482
"2342","CMV","NB502000:222:HTNM7BGX9:3:11608:23567:11635 .1",50
"2344","CMV","NB502000:222:HTNM7BGX9:3:11609:7800:1544 .1",140
"2346","CMV","NB502000:222:HTNM7BGX9:3:11609:11354:10177 .1",89
"2348","CMV","NB502000:222:HTNM7BGX9:3:11609:4220:11730 .1",69
"2350","CMV","NB502000:222:HTNM7BGX9:3:11609:9355:13827 .1",75
"2352","CMV","NB502000:222:HTNM7BGX9:3:11610:24589:3564 .1",165
"2354","CMV","NB502000:222:HTNM7BGX9:3:11610:8701:7598 .1",107
"2356","CMV","NB502000:222:HTNM7BGX9:3:11610:9066:8931 .1",281
"2358","CMV","NB502000:222:HTNM7BGX9:3:11610:10398:15712 .1",52
"2360","CMV","NB502000:222:HTNM7BGX9:3:11610:26221:16120 .1",59
"2362","CMV","NB502000:222:HTNM7BGX9:3:11610:14467:16271 .1",274
"2364","CMV","NB502000:222:HTNM7BGX9:3:11612:21022:2636 .1",51
"2366","CMV","NB502000:222:HTNM7BGX9:3:11612:8408:4219 .1",140
"2368","CMV","NB502000:222:HTNM7BGX9:3:11612:9799:5287 .1",184
"2370","CMV","NB502000:222:HTNM7BGX9:3:11612:10213:10987 .1",58
"2372","CMV","NB502000:222:HTNM7BGX9:3:11612:9106:12367 .1",368
"2374","CMV","NB502000:222:HTNM7BGX9:3:11612:11611:14835 .1",139
"2376","CMV","NB502000:222:HTNM7BGX9:3:12401:23324:1367 .1",64
"2378","CMV","NB502000:222:HTNM7BGX9:3:12401:5834:1684 .1",61
"2380","CMV","NB502000:222:HTNM7BGX9:3:12401:15318:1761 .1",127
"2382","CMV","NB502000:222:HTNM7BGX9:3:12401:13414:4787 .1",44
"2384","CMV","NB502000:222:HTNM7BGX9:3:12401:18905:6493 .1",76
"2386","CMV","NB502000:222:HTNM7BGX9:3:12403:14222:4470 .1",252
"2388","CMV","NB502000:222:HTNM7BGX9:3:12403:18457:4845 .1",66
"2390","CMV","NB502000:222:HTNM7BGX9:3:12403:21304:10097 .1",69
"2392","CMV","NB502000:222:HTNM7BGX9:3:12404:13881:8167 .1",154
"2394","CMV","NB502000:222:HTNM7BGX9:3:12404:14599:18801 .1",52
"2396","CMV","NB502000:222:HTNM7BGX9:3:12405:1800:6924 .1",199
"2398","CMV","NB502000:222:HTNM7BGX9:3:12405:10964:7820 .1",135
"2401","CMV","NB502000:222:HTNM7BGX9:3:12405:19136:9919 .1",70
"2403","CMV","NB502000:222:HTNM7BGX9:3:12405:16728:10550 .1",50
"2405","CMV","NB502000:222:HTNM7BGX9:3:12406:16587:8260 .1",49
"2407","CMV","NB502000:222:HTNM7BGX9:3:12406:3151:18489 .1",61
"2409","CMV","NB502000:222:HTNM7BGX9:3:12406:21969:20201 .1",44
"2411","CMV","NB502000:222:HTNM7BGX9:3:12407:7584:10021 .1",172
"2414","CMV","NB502000:222:HTNM7BGX9:3:12409:13550:11506 .1",168
"2416","CMV","NB502000:222:HTNM7BGX9:3:12410:21649:3457 .1",118
"2418","CMV","NB502000:222:HTNM7BGX9:3:12410:17614:3572 .1",242
"2420","CMV","NB502000:222:HTNM7BGX9:3:12410:14481:17220 .1",45
"2423","CMV","NB502000:222:HTNM7BGX9:3:12411:15465:16300 .1",89
"2427","CMV","NB502000:222:HTNM7BGX9:3:12412:1928:13461 .1",349
"2429","CMV","NB502000:222:HTNM7BGX9:3:12412:24292:16551 .1",111
"2431","CMV","NB502000:222:HTNM7BGX9:3:12501:13254:16477 .1",62
"2433","CMV","NB502000:222:HTNM7BGX9:3:12503:12861:6595 .1",84
"2435","CMV","NB502000:222:HTNM7BGX9:3:12503:20349:7618 .1",121
"2437","CMV","NB502000:222:HTNM7BGX9:3:12504:17393:11163 .1",133
"2439","CMV","NB502000:222:HTNM7BGX9:3:12504:6175:16096 .1",258
"2442","CMV","NB502000:222:HTNM7BGX9:3:12505:15581:13046 .1",39
"2443","CMV","NB502000:222:HTNM7BGX9:3:12506:15362:19147 .1",201
"2445","CMV","NB502000:222:HTNM7BGX9:3:12506:17719:20094 .1",77
"2448","CMV","NB502000:222:HTNM7BGX9:3:12507:12843:16465 .1",294
"2450","CMV","NB502000:222:HTNM7BGX9:3:12508:13299:3120 .1",48
"2452","CMV","NB502000:222:HTNM7BGX9:3:12508:6257:3194 .1",43
"2454","CMV","NB502000:222:HTNM7BGX9:3:12508:6496:12874 .1",53
"2456","CMV","NB502000:222:HTNM7BGX9:3:12509:15868:6048 .1",76
"2458","CMV","NB502000:222:HTNM7BGX9:3:12510:9830:1134 .1",132
"2460","CMV","NB502000:222:HTNM7BGX9:3:12510:6553:19883 .1",47
"2462","CMV","NB502000:222:HTNM7BGX9:3:12511:1317:11915 .1",102
"2464","CMV","NB502000:222:HTNM7BGX9:3:12511:21801:15162 .1",47
"2466","CMV","NB502000:222:HTNM7BGX9:3:12512:5989:12343 .1",123
"2468","CMV","NB502000:222:HTNM7BGX9:3:12512:24616:12854 .1",72
"2470","CMV","NB502000:222:HTNM7BGX9:3:12512:11820:19965 .1",88
"2472","CMV","NB502000:222:HTNM7BGX9:3:12601:14996:8996 .1",128
"2474","CMV","NB502000:222:HTNM7BGX9:3:12602:10677:15458 .1",222
"2476","CMV","NB502000:222:HTNM7BGX9:3:12602:7681:18095 .1",193
"2478","CMV","NB502000:222:HTNM7BGX9:3:12603:1805:14528 .1",252
"2480","CMV","NB502000:222:HTNM7BGX9:3:12604:24495:5715 .1",59
"2482","CMV","NB502000:222:HTNM7BGX9:3:12604:5931:6796 .1",159
"2484","CMV","NB502000:222:HTNM7BGX9:3:12604:16228:6863 .1",77
"2486","CMV","NB502000:222:HTNM7BGX9:3:12604:16227:12261 .1",327
"2488","CMV","NB502000:222:HTNM7BGX9:3:12605:13620:9337 .1",51
"2490","CMV","NB502000:222:HTNM7BGX9:3:12605:11356:12095 .1",156
"2492","CMV","NB502000:222:HTNM7BGX9:3:12605:6862:12637 .1",284
"2494","CMV","NB502000:222:HTNM7BGX9:3:12606:14935:8392 .1",195
"2496","CMV","NB502000:222:HTNM7BGX9:3:12606:18381:18884 .1",278
"2498","CMV","NB502000:222:HTNM7BGX9:3:12606:10249:19408 .1",52
"2500","CMV","NB502000:222:HTNM7BGX9:3:12607:11957:10355 .1",79
"2504","CMV","NB502000:222:HTNM7BGX9:3:12607:12811:16646 .1",224
"2506","CMV","NB502000:222:HTNM7BGX9:3:12607:20014:17906 .1",190
"2508","CMV","NB502000:222:HTNM7BGX9:3:12607:1704:18936 .1",171
"2510","CMV","NB502000:222:HTNM7BGX9:3:12607:1419:19864 .1",70
"2512","CMV","NB502000:222:HTNM7BGX9:3:12608:6218:3552 .1",136
"2514","CMV","NB502000:222:HTNM7BGX9:3:12608:14082:5091 .1",82
"2516","CMV","NB502000:222:HTNM7BGX9:3:12609:12791:14917 .1",97
"2518","CMV","NB502000:222:HTNM7BGX9:3:12610:17267:5674 .1",288
"2520","CMV","NB502000:222:HTNM7BGX9:3:12610:11176:7176 .1",193
"2522","CMV","NB502000:222:HTNM7BGX9:3:12611:1709:6531 .1",80
"2524","CMV","NB502000:222:HTNM7BGX9:3:12611:4635:15451 .1",170
"2528","CMV","NB502000:222:HTNM7BGX9:3:12612:1358:15717 .1",155
"2530","CMV","NB502000:222:HTNM7BGX9:3:12612:25929:18049 .1",59
"2532","CMV","NB502000:222:HTNM7BGX9:3:13401:12983:12377 .1",149
"2534","CMV","NB502000:222:HTNM7BGX9:3:13401:22569:16897 .1",160
"2536","CMV","NB502000:222:HTNM7BGX9:3:13402:15637:7574 .1",272
"2538","CMV","NB502000:222:HTNM7BGX9:3:13403:14109:18033 .1",73
"2540","CMV","NB502000:222:HTNM7BGX9:3:13404:11228:12197 .1",279
"2542","CMV","NB502000:222:HTNM7BGX9:3:13404:1709:16053 .1",87
"2544","CMV","NB502000:222:HTNM7BGX9:3:13405:20841:4159 .1",72
"2546","CMV","NB502000:222:HTNM7BGX9:3:13405:14371:8129 .1",59
"2548","CMV","NB502000:222:HTNM7BGX9:3:13406:4269:1611 .1",85
"2550","CMV","NB502000:222:HTNM7BGX9:3:13406:12702:10048 .1",62
"2552","CMV","NB502000:222:HTNM7BGX9:3:13406:15650:10133 .1",60
"2554","CMV","NB502000:222:HTNM7BGX9:3:13407:1881:11650 .1",77
"2556","CMV","NB502000:222:HTNM7BGX9:3:13407:12671:13140 .1",212
"2560","CMV","NB502000:222:HTNM7BGX9:3:13408:22846:5863 .1",160
"2562","CMV","NB502000:222:HTNM7BGX9:3:13408:19664:9207 .1",61
"2564","CMV","NB502000:222:HTNM7BGX9:3:13409:20422:12741 .1",102
"2566","CMV","NB502000:222:HTNM7BGX9:3:13409:5589:13010 .1",52
"2568","CMV","NB502000:222:HTNM7BGX9:3:13409:12495:13774 .1",82
"2570","CMV","NB502000:222:HTNM7BGX9:3:13409:21664:14613 .1",52
"2572","CMV","NB502000:222:HTNM7BGX9:3:13410:22184:4131 .1",82
"2574","CMV","NB502000:222:HTNM7BGX9:3:13410:11387:5349 .1",102
"2576","CMV","NB502000:222:HTNM7BGX9:3:13410:7384:7314 .1",70
"2578","CMV","NB502000:222:HTNM7BGX9:3:13410:18462:8040 .1",76
"2580","CMV","NB502000:222:HTNM7BGX9:3:13411:12264:6327 .1",52
"2582","CMV","NB502000:222:HTNM7BGX9:3:13411:21084:8370 .1",73
"2584","CMV","NB502000:222:HTNM7BGX9:3:13411:20485:14582 .1",71
"2586","CMV","NB502000:222:HTNM7BGX9:3:13412:5602:7948 .1",67
"2588","CMV","NB502000:222:HTNM7BGX9:3:13501:26790:4274 .1",164
"2590","CMV","NB502000:222:HTNM7BGX9:3:13501:10842:8869 .1",113
"2592","CMV","NB502000:222:HTNM7BGX9:3:13501:22551:12588 .1",125
"2594","CMV","NB502000:222:HTNM7BGX9:3:13501:17235:18383 .1",71
"2596","CMV","NB502000:222:HTNM7BGX9:3:13502:18366:1971 .1",110
"2598","CMV","NB502000:222:HTNM7BGX9:3:13502:13875:8605 .1",171
"2600","CMV","NB502000:222:HTNM7BGX9:3:13503:12201:2000 .1",120
"2602","CMV","NB502000:222:HTNM7BGX9:3:13503:4058:7597 .1",54
"2606","CMV","NB502000:222:HTNM7BGX9:3:13503:17678:13419 .1",142
"2608","CMV","NB502000:222:HTNM7BGX9:3:13505:5427:2686 .1",192
"2610","CMV","NB502000:222:HTNM7BGX9:3:13505:3271:5122 .1",200
"2612","CMV","NB502000:222:HTNM7BGX9:3:13505:12444:10100 .1",164
"2614","CMV","NB502000:222:HTNM7BGX9:3:13505:19386:13636 .1",52
"2616","CMV","NB502000:222:HTNM7BGX9:3:13506:7703:11395 .1",175
"2618","CMV","NB502000:222:HTNM7BGX9:3:13506:17667:13619 .1",126
"2620","CMV","NB502000:222:HTNM7BGX9:3:13507:10962:8316 .1",38
"2622","CMV","NB502000:222:HTNM7BGX9:3:13507:9776:12277 .1",112
"2626","CMV","NB502000:222:HTNM7BGX9:3:13509:3267:5474 .1",49
"2628","CMV","NB502000:222:HTNM7BGX9:3:13509:4230:8417 .1",54
"2630","CMV","NB502000:222:HTNM7BGX9:3:13509:9485:8566 .1",75
"2632","CMV","NB502000:222:HTNM7BGX9:3:13511:18559:18477 .1",55
"2634","CMV","NB502000:222:HTNM7BGX9:3:13512:16919:7067 .1",179
"2636","CMV","NB502000:222:HTNM7BGX9:3:13512:16160:10138 .1",149
"2638","CMV","NB502000:222:HTNM7BGX9:3:13512:6397:10846 .1",468
"2640","CMV","NB502000:222:HTNM7BGX9:3:13601:13377:9532 .1",99
"2643","CMV","NB502000:222:HTNM7BGX9:3:13602:20928:10160 .1",89
"2645","CMV","NB502000:222:HTNM7BGX9:3:13602:10543:12137 .1",155
"2648","CMV","NB502000:222:HTNM7BGX9:3:13603:12842:4142 .1",245
"2650","CMV","NB502000:222:HTNM7BGX9:3:13603:7547:4982 .1",140
"2652","CMV","NB502000:222:HTNM7BGX9:3:13603:12912:5267 .1",447
"2654","CMV","NB502000:222:HTNM7BGX9:3:13603:13319:8322 .1",184
"2656","CMV","NB502000:222:HTNM7BGX9:3:13603:20962:16325 .1",51
"2658","CMV","NB502000:222:HTNM7BGX9:3:13604:7209:7976 .1",141
"2660","CMV","NB502000:222:HTNM7BGX9:3:13605:5554:6382 .1",71
"2662","CMV","NB502000:222:HTNM7BGX9:3:13605:11180:7035 .1",102
"2664","CMV","NB502000:222:HTNM7BGX9:3:13605:14965:16573 .1",143
"2666","CMV","NB502000:222:HTNM7BGX9:3:13606:25976:2639 .1",62
"2668","CMV","NB502000:222:HTNM7BGX9:3:13606:11573:13683 .1",52
"2670","CMV","NB502000:222:HTNM7BGX9:3:13607:3984:6660 .1",119
"2672","CMV","NB502000:222:HTNM7BGX9:3:13607:3155:16991 .1",44
"2674","CMV","NB502000:222:HTNM7BGX9:3:13608:5723:6794 .1",144
"2676","CMV","NB502000:222:HTNM7BGX9:3:13608:6626:13134 .1",80
"2678","CMV","NB502000:222:HTNM7BGX9:3:13608:16454:16430 .1",129
"2680","CMV","NB502000:222:HTNM7BGX9:3:13609:3433:12010 .1",70
"2682","CMV","NB502000:222:HTNM7BGX9:3:13610:20937:6035 .1",142
"2684","CMV","NB502000:222:HTNM7BGX9:3:13610:11802:8064 .1",154
"2686","CMV","NB502000:222:HTNM7BGX9:3:13611:23076:9449 .1",112
"2688","CMV","NB502000:222:HTNM7BGX9:3:13611:16505:12257 .1",94
"2690","CMV","NB502000:222:HTNM7BGX9:3:13612:24299:9007 .1",88
"2692","CMV","NB502000:222:HTNM7BGX9:3:13612:12171:9167 .1",79
"2694","CMV","NB502000:222:HTNM7BGX9:3:21401:23571:7625 .1",130
"2696","CMV","NB502000:222:HTNM7BGX9:3:21402:4662:4796 .1",47
"2698","CMV","NB502000:222:HTNM7BGX9:3:21402:19129:11384 .1",136
"2700","CMV","NB502000:222:HTNM7BGX9:3:21402:23302:18831 .1",78
"2702","CMV","NB502000:222:HTNM7BGX9:3:21402:12792:19694 .1",47
"2704","CMV","NB502000:222:HTNM7BGX9:3:21403:25755:7130 .1",314
"2706","CMV","NB502000:222:HTNM7BGX9:3:21403:15792:8259 .1",70
"2708","CMV","NB502000:222:HTNM7BGX9:3:21403:21558:8352 .1",56
"2710","CMV","NB502000:222:HTNM7BGX9:3:21403:13790:13278 .1",76
"2712","CMV","NB502000:222:HTNM7BGX9:3:21404:7743:15119 .1",63
"2714","CMV","NB502000:222:HTNM7BGX9:3:21405:25222:9060 .1",61
"2716","CMV","NB502000:222:HTNM7BGX9:3:21405:23657:9762 .1",57
"2718","CMV","NB502000:222:HTNM7BGX9:3:21406:23928:14861 .1",164
"2720","CMV","NB502000:222:HTNM7BGX9:3:21406:24410:16812 .1",85
"2722","CMV","NB502000:222:HTNM7BGX9:3:21406:17656:17515 .1",176
"2724","CMV","NB502000:222:HTNM7BGX9:3:21407:19333:3562 .1",73
"2726","CMV","NB502000:222:HTNM7BGX9:3:21407:20576:14583 .1",38
"2728","CMV","NB502000:222:HTNM7BGX9:3:21408:15357:19858 .1",141
"2730","CMV","NB502000:222:HTNM7BGX9:3:21409:14348:11297 .1",189
"2732","CMV","NB502000:222:HTNM7BGX9:3:21410:4398:3582 .1",52
"2734","CMV","NB502000:222:HTNM7BGX9:3:21410:2540:3711 .1",56
"2736","CMV","NB502000:222:HTNM7BGX9:3:21410:17159:19936 .1",113
"2738","CMV","NB502000:222:HTNM7BGX9:3:21411:17730:1993 .1",75
"2740","CMV","NB502000:222:HTNM7BGX9:3:21411:6430:5882 .1",56
"2742","CMV","NB502000:222:HTNM7BGX9:3:21411:26194:6799 .1",134
"2744","CMV","NB502000:222:HTNM7BGX9:3:21411:5866:7952 .1",100
"2746","CMV","NB502000:222:HTNM7BGX9:3:21411:24801:14417 .1",160
"2748","CMV","NB502000:222:HTNM7BGX9:3:21411:22382:17084 .1",53
"2750","CMV","NB502000:222:HTNM7BGX9:3:21412:19977:7699 .1",57
"2752","CMV","NB502000:222:HTNM7BGX9:3:21412:17878:11026 .1",56
"2754","CMV","NB502000:222:HTNM7BGX9:3:21412:22112:14431 .1",81
"2756","CMV","NB502000:222:HTNM7BGX9:3:21412:22846:18797 .1",75
"2758","CMV","NB502000:222:HTNM7BGX9:3:21501:25360:9298 .1",50
"2760","CMV","NB502000:222:HTNM7BGX9:3:21501:26759:13669 .1",133
"2762","CMV","NB502000:222:HTNM7BGX9:3:21502:21861:12455 .1",102
"2764","CMV","NB502000:222:HTNM7BGX9:3:21502:18830:12763 .1",72
"2766","CMV","NB502000:222:HTNM7BGX9:3:21503:9914:10645 .1",68
"2768","CMV","NB502000:222:HTNM7BGX9:3:21503:14524:11466 .1",167
"2770","CMV","NB502000:222:HTNM7BGX9:3:21503:25089:18739 .1",61
"2772","CMV","NB502000:222:HTNM7BGX9:3:21505:10583:20007 .1",60
"2774","CMV","NB502000:222:HTNM7BGX9:3:21506:22120:12664 .1",115
"2776","CMV","NB502000:222:HTNM7BGX9:3:21506:21146:13543 .1",209
"2778","CMV","NB502000:222:HTNM7BGX9:3:21506:16020:14803 .1",118
"2780","CMV","NB502000:222:HTNM7BGX9:3:21507:14126:3293 .1",65
"2782","CMV","NB502000:222:HTNM7BGX9:3:21507:13645:18412 .1",56
"2784","CMV","NB502000:222:HTNM7BGX9:3:21508:4044:2127 .1",73
"2786","CMV","NB502000:222:HTNM7BGX9:3:21508:16960:6077 .1",40
"2788","CMV","NB502000:222:HTNM7BGX9:3:21509:14071:8661 .1",135
"2790","CMV","NB502000:222:HTNM7BGX9:3:21509:14049:9957 .1",59
"2793","CMV","NB502000:222:HTNM7BGX9:3:21510:4007:2285 .1",91
"2795","CMV","NB502000:222:HTNM7BGX9:3:21511:8219:1057 .1",325
"2797","CMV","NB502000:222:HTNM7BGX9:3:21511:18986:4188 .1",51
"2799","CMV","NB502000:222:HTNM7BGX9:3:21512:11910:2060 .1",121
"2801","CMV","NB502000:222:HTNM7BGX9:3:21601:10668:11670 .1",160
"2803","CMV","NB502000:222:HTNM7BGX9:3:21601:2776:14684 .1",87
"2805","CMV","NB502000:222:HTNM7BGX9:3:21602:5544:5670 .1",91
"2807","CMV","NB502000:222:HTNM7BGX9:3:21602:12731:6094 .1",39
"2809","CMV","NB502000:222:HTNM7BGX9:3:21602:20838:13823 .1",66
"2811","CMV","NB502000:222:HTNM7BGX9:3:21603:11125:3668 .1",38
"2813","CMV","NB502000:222:HTNM7BGX9:3:21604:17708:2760 .1",64
"2815","CMV","NB502000:222:HTNM7BGX9:3:21604:23795:3945 .1",124
"2817","CMV","NB502000:222:HTNM7BGX9:3:21604:19314:5104 .1",183
"2819","CMV","NB502000:222:HTNM7BGX9:3:21606:4847:9666 .1",70
"2821","CMV","NB502000:222:HTNM7BGX9:3:21606:24895:17641 .1",81
"2823","CMV","NB502000:222:HTNM7BGX9:3:21607:11078:5064 .1",432
"2825","CMV","NB502000:222:HTNM7BGX9:3:21607:16091:5380 .1",152
"2827","CMV","NB502000:222:HTNM7BGX9:3:21607:15932:6246 .1",43
"2829","CMV","NB502000:222:HTNM7BGX9:3:21607:14406:8731 .1",136
"2831","CMV","NB502000:222:HTNM7BGX9:3:21607:23212:15602 .1",50
"2833","CMV","NB502000:222:HTNM7BGX9:3:21608:10659:19256 .1",80
"2835","CMV","NB502000:222:HTNM7BGX9:3:21610:14200:14266 .1",176
